,Issue No,Issue Date,Gazette Number,Category,Department,URL,Deleted,Archived URL,Archived Date
3820,33,2018-01-25,Part IV-Section 2,Tamil Nadu Acts and Ordinances,ACTS - No. 5 of 2018 to No. 7 of 2018,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/33_Ex_IV_2.pdf,True,https://web.archive.org/web/20180304161848/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/33_Ex_IV_2.pdf,2018-03-04 16:18:48
3821,32,2018-01-25,Part II-Section 2,Notifi cations or Orders of interest to a Section of the public issued by Secretariat Departments.,COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - NOTIFICATIONS UNDER THE TAMIL NADU GOODS AND SERVICES TAX ACT 2017.,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/32_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161843/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/32_Ex_II_2.pdf,2018-03-04 16:18:43
3822,31,2018-01-25,Part II-Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,FINANCE DEPARTMENT - MARKET BORROWING PROGRAMME OF STATE GOVERNMENT BY AUCTION,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/31_Ex_II_1.pdf,True,https://web.archive.org/web/20180304161838/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/31_Ex_II_1.pdf,2018-03-04 16:18:38
3823,30,2018-01-24,Part IV-Section 2,Tamil Nadu Acts and Ordinances,ACTS - No. 1 of 2018 to No. 4 of 2018,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/30_Ex_IV_2.pdf,True,https://web.archive.org/web/20180304161833/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/30_Ex_IV_2.pdf,2018-03-04 16:18:33
3824,29,2018-01-24,Part II-Section 2,Notifi cations or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU UNDER THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960, AS AMENDED BY THE PREVENTION OF CRUELTY TO ANIMALS (TAMIL NADU AMENDMENT) ACT, 2017 (ACT 1 OF 2017).",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/29_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161822/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/29_Ex_II_2.pdf,2018-03-04 16:18:22
3825,28,2018-01-23,Part II-Section 2,Notifi cations or Orders of interest to a Section of the public issued by Secretariat Departments.,"HOME DEPARTMENT - Transport - DIRECTION TO THE STATE TRANSPORT AUTHORITY, TAMIL NADU AND THE REGIONAL TRANSPORT AUTHORITIES REGARDING THE FIXATION OF CESS ON FARES FOR STAGE CARRIAGES OPERATED UNDER THE MOTOR VEHICLES ACT - AMENDMENT TO NOTIFICATION",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/28_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161817/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/28_Ex_II_2.pdf,2018-03-04 16:18:17
3826,27,2018-01-23,Part II-Section 2,Notifi cations or Orders of interest to a Section of the public issued by Secretariat Departments.,"COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - NOTIFICATIONS UNDER THE TAMIL NADU GOODS AND SERVICES TAX ACT, 2017.",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/27_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161812/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/27_Ex_II_2.pdf,2018-03-04 16:18:12
3827,26,2018-01-23,Part III-Section 1a,"General statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments.","COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - THE TAMIL NADU GOODS AND SERVICES TAX (AMENDMENT) RULES, 2018",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/26_Ex_III_1a.pdf,True,https://web.archive.org/web/20180304161808/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/26_Ex_III_1a.pdf,2018-03-04 16:18:08
3828,25,2018-01-23,Part II-Section 2,Notifi cations or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU UNDER THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960, AS AMENDED BY THE PREVENTION OF CRUELTY TO ANIMALS (TAMIL NADU AMENDMENT) ACT, 2017 (ACT 1 OF 2017).",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/25_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161802/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/25_Ex_II_2.pdf,2018-03-04 16:18:02
3829,24,2018-01-22,Part II-Section 2,Notifi cations or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU UNDER THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960, AS AMENDED BY THE PREVENTION OF CRUELTY TO ANIMALS (TAMIL NADU AMENDMENT) ACT, 2017 (ACT 1 OF 2017).",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/24_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161758/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/24_Ex_II_2.pdf,2018-03-04 16:17:58
3830,23,2018-01-20,Part II - Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments,"PUBLIC DEPARTMENT - Buildings - Extension of the period of comision of inquiry by thre more months from 22nd january 2018 to inquire the construction of new secretariat complex at omandurar government estate , Chenai-2.",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/23_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161753/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/23_Ex_II_2.pdf,2018-03-04 16:17:53
3831,22,2018-01-19,Part II - Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments,"HOME DEPARTMENT - Transport - Notifications under the Motor Vehicles Act direction to the state transport authority, Tamil Nadu and the regional transport authorities",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/22_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161748/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/22_Ex_II_2.pdf,2018-03-04 16:17:48
3832,21,2018-01-19,Part II - Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - Places and dates for conducting Jalikattu under The Prevention of Cruelty to Animals Act, 1960, as amended by the Prevention of CruelTY to Animals (Tamil Nadu Amendment) ACT, 2017. (ACT 1 of 2017)",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/21_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161743/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/21_Ex_II_2.pdf,2018-03-04 16:17:43
3833,20,2018-01-19,Part II - Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,"REVENUE AND DISASTER MANAGEMENT DEPARTMENT - notification under the tamil nadu land reforms (fixation of ceiling on land) act, 1961 (tamil nadu act 58 of 1961.)",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/20_Ex_II_1.pdf,True,https://web.archive.org/web/20180304161738/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/20_Ex_II_1.pdf,2018-03-04 16:17:38
3834,19,2018-01-19,Part II - Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,FINANCE DEPARTMENT - market borrowing programme of state government by auction,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/19_Ex_II_1.pdf,True,https://web.archive.org/web/20180304161728/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/19_Ex_II_1.pdf,2018-03-04 16:17:28
3835,18,2018-01-18,Part II - Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - Places and dates for conducting Jalikattu under The Prevention of Cruelty to Animals Act, 1960, as amended by the Prevention of CruelTY to Animals (Tamil Nadu Amendment) ACT, 2017. (ACT 1 of 2017)",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/18_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161723/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/18_Ex_II_2.pdf,2018-03-04 16:17:23
3836,17,2018-01-17,Part II - Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - Places and dates for conducting Jalikattu under The Prevention of Cruelty to Animals Act, 1960, as amended by the Prevention of CruelTY to Animals (Tamil Nadu Amendment) ACT, 2017. (ACT 1 of 2017)",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/17_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161717/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/17_Ex_II_2.pdf,2018-03-04 16:17:17
3837,16,2018-01-12,Part II - Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - Places and dates for conducting Jalikattu under The Prevention of Cruelty to Animals Act, 1960, as amended by the Prevention of CruelTY to Animals (Tamil Nadu Amendment) ACT, 2017. (ACT 1 of 2017)",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/16_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161712/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/16_Ex_II_2.pdf,2018-03-04 16:17:12
3838,15,2018-01-12,Part IV - Section 1,Tamil Nadu Bills,BILLS : L.A. Bill No. 12 of 2018 - L.A. Bill No. 13 of 2018 - L.A. Bill No. 14 of 2018,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/15_Ex_IV_1.pdf,True,https://web.archive.org/web/20180304161710/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/15_Ex_IV_1.pdf,2018-03-04 16:17:10
3839,15,2018-01-12,Part IV - Section 1,Tamil Nadu Bills,BILLS : L.A. Bill No. 12 of 2018 - L.A. Bill No. 13 of 2018 - L.A. Bill No. 14 of 2018,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/15A_EX_IV_1_T.pdf,True,https://web.archive.org/web/20180304161703/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/15A_EX_IV_1_T.pdf,2018-03-04 16:17:03
3840,14,2018-01-12,Part - Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,"market borrowing programme of state government by auction - Secretariat, January 12, 2018.",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/14_Ex_II_1.pdf,True,https://web.archive.org/web/20180304161656/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/14_Ex_II_1.pdf,2018-03-04 16:16:56
3841,13,2018-01-12,Part II - Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"animal husbandry , dairying and fisheries department - Places and dates for conducting Jalikattu under The Prevention of Cruelty to Animals Act,-1960, as amended by the Prevention of CruelTY to Animals (Tamil Nadu Amendment) ACT, 2017. (ACT 1 of 2017)",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/13_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161654/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/13_Ex_II_2.pdf,2018-03-04 16:16:54
3842,12,2018-01-11,Part IV-Section 1,Tamil Nadu Bills,L.A. BILLS - No. 4 of 2018 to No. 11 of 2018 (English),http://www.stationeryprinting.tn.gov.in/extraordinary/2018/12_Ex_IV_1_E.pdf,True,https://web.archive.org/web/20180304161643/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/12_Ex_IV_1_E.pdf,2018-03-04 16:16:43
3843,12,2018-01-11,Part IV-Section 1,Tamil Nadu Bills,L.A. BILLS - No. 4 of 2018 to No. 11 of 2018 (Tamil),http://www.stationeryprinting.tn.gov.in/extraordinary/2018/12A_Ex_IV_1_T.pdf,True,https://web.archive.org/web/20180304161639/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/12A_Ex_IV_1_T.pdf,2018-03-04 16:16:39
3844,11,2018-01-10,Part II—Section 2,Notifi cations or Orders of interest to a Section of the public issued by Secretariat Departments.,"HIGHER EDUCATION DEPARTMENT - APPOINTMENT OF CERTAIN PERSON AS VICE-CHANCELLOR OF BHARATHIDASAN UNIVERSITY, TIRUCHIRAPPALLI FOR CERTAIN PERIOD UNDER THE BHARATHIDASAN UNIVERSITY ACT.",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/11_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161637/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/11_Ex_II_2.pdf,2018-03-04 16:16:37
3845,10,2018-01-10,Part IV-Section 1,Tamil Nadu Bills,L.A. BILLS - No. 1 of 2018 to No. 3 of 2018 (English),http://www.stationeryprinting.tn.gov.in/extraordinary/2018/10_Ex_IV_1_E.pdf,True,https://web.archive.org/web/20180304160832/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/10_Ex_IV_1_E.pdf,2018-03-04 16:08:32
3846,10,2018-01-10,Part IV-Section 1,Tamil Nadu Bills,L.A. BILLS - No. 1 of 2018 to No. 3 of 2018 (Tamil),http://www.stationeryprinting.tn.gov.in/extraordinary/2018/10A_EX_IV_1_T.pdf,True,https://web.archive.org/web/20180304160827/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/10A_EX_IV_1_T.pdf,2018-03-04 16:08:27
3847,9,2018-01-05,Part II-Section 2,Notifi cations or Orders of interest to a Section of the public issued by Secretariat Departments.,INDUSTRIES DEPARTMENT - ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/9_Ex_II_2.pdf,True,https://web.archive.org/web/20180304162125/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/9_Ex_II_2.pdf,2018-03-04 16:21:25
3848,8,2018-01-05,Part II-Section 2,Notifi cations or Orders of interest to a Section of the public issued by Secretariat Departments.,PUBLIC DEPARTMENT - Law and Order - APPOINTMENT OF COMMISSION OF INQUIRY TO INQUIRE THE INCIDENT OF DEATH OF THIRU E. ILLAVARASAN SON OF P. ELANGO ON 4TH JULY 2013 AT DHARMAPURI DISTRICT UNDER THE COMMISSIONS OF INQUIRY ACT.,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/8_Ex_II_2.pdf,True,https://web.archive.org/web/20180304162120/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/8_Ex_II_2.pdf,2018-03-04 16:21:20
3849,7,2018-01-05,Part II-Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,FINANCE DEPARTMENT - MARKET BORROWING PROGRAMME OF STATE GOVERNMENT BY AUCTION,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/7_Ex_II_1.pdf,True,https://web.archive.org/web/20180304162115/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/7_Ex_II_1.pdf,2018-03-04 16:21:15
3850,6,2018-01-04,Part II-Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,REVENUE AND DISASTER MANAGEMENT DEPARTMENT - [REVENUE ADMINISTRATION–JURISDICTION–EXPANSION OF CHENNAI REVENUE DISTRICT – ADDING REVENUE VILLAGES FROM KANCHEEPURAM AND THIRUVALLUR DISTRICTS,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/6_Ex_II_1.pdf,True,https://web.archive.org/web/20180205003801/http://www.stationeryprinting.tn.gov.in/extraordinary/2018/6_Ex_II_1.pdf,2018-02-05 00:38:01
3851,5,2018-01-04,Part II-Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,LEGISLATIVE ASSEMBLY SECRETARIAT - APPOINTMENT OF LEADER OF TAMIL NADU LEGISLATIVE ASSEMBLY,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/5_Ex_II_1.pdf,True,https://web.archive.org/web/20180304162105/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/5_Ex_II_1.pdf,2018-03-04 16:21:05
3852,4,2018-01-03,Part II-Section 2,Notifi cations or Orders of interest to a Section of the public issued by Secretariat Departments.,TRANSPORT DEPARTMENT - ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/4_Ex_II_2.pdf,True,https://web.archive.org/web/20180304162013/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/4_Ex_II_2.pdf,2018-03-04 16:20:13
3853,3,2018-01-03,Part II-Section 2,Notifi cations or Orders of interest to a Section of the public issued by Secretariat Departments.,COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - NOTIFICATION UNDER THE INDIAN STAMP ACT.,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/3_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161917/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/3_Ex_II_2.pdf,2018-03-04 16:19:17
3854,2,2018-01-02,Part II-Section 2,Notifi cations or Orders of interest to a Section of the public issued by Secretariat Departments.,"ENERGY DEPARTMENT - DATE OF COMING INTO FORCE OF THE TAMIL NADU LIFTS (AMENDMENT), ACT 2017.",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/2_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161827/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/2_Ex_II_2.pdf,2018-03-04 16:18:27
3855,1,2018-01-01,Part II-Section 2,Notifi cations or Orders of interest to a Section of the public issued by Secretariat Departments.,"COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - RATE OF TAX UNDER COMPOSITION SCHEME UNDER THE TAMIL NADU GOODS AND SERVICES TAX ACT, 2017.",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/1_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161732/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/1_Ex_II_2.pdf,2018-03-04 16:17:32
3856,484,2019-12-31,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"RURAL DEVELOPMENT AND PANCHAYAT RAJ DEPARTMENT - APPOINTMENT OF SPECIAL OFFICERS TO VILLAGE PANCHAYATS, PANCHAYAT UNIONS AND DISTRICT PANCHAYATS UNDER THE TAMIL NADU PANCHAYATS ACT, 1994 - AMENDMENTS TO NOTIFICATIONS",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/484_Ex_II_2.pdf,True,https://web.archive.org/web/20200113225818/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/484_Ex_II_2.pdf,2020-01-13 22:58:18
3857,483,2019-12-31,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"MUNICIPAL ADMINISTRATION AND WATER SUPPLY DEPARTMENT - APPOINTMENT OF SPECIAL OFFICERS TO TOWN PANCHAYATS, MUNICIPALITIES AND MUNICIPAL CORPORATIONS UNDER THE URBAN LOCAL BODIES ACTS - AMENDMENT TO NOTIFICATIONS",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/483_Ex_II_2.pdf,True,https://web.archive.org/web/20200113225813/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/483_Ex_II_2.pdf,2020-01-13 22:58:13
3858,482,2019-12-31,Part IV-Section 2,Tamil Nadu Acts and Ordinances,TAMIL NADU ORDINANCE No. 13 OF 2019 - An Ordinance further to amend the laws relating to the Municipal Corporations and Municipalities in the State of Tamil Nadu.,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/482_Ex_IV_2.pdf,True,https://web.archive.org/web/20200113225808/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/482_Ex_IV_2.pdf,2020-01-13 22:58:08
3859,481,2019-12-31,Part IV-Section 2,Tamil Nadu Acts and Ordinances,"TAMIL NADU ORDINANCE No. 12 OF 2019 - An Ordinance further to amend the Tamil Nadu Panchayats Act, 1994.",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/481_Ex_IV_2.pdf,True,https://web.archive.org/web/20200113225802/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/481_Ex_IV_2.pdf,2020-01-13 22:58:02
3860,480,2019-12-31,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - DATE OF COMING INTO FORCE OF THE TAMIL NADU GOODS AND SERVICES TAX (AMENDMENT) ORDINANCE, 2019.",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/480_Ex_II_2.pdf,True,https://web.archive.org/web/20200113225657/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/480_Ex_II_2.pdf,2020-01-13 22:56:57
