,Part,Content,URL,Date,Issue,Deleted,Archived URL,Archived Date
2975,7. Part VI—Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names,http://www.stationeryprinting.tn.gov.in/gazette/2015/49-VI-4.pdf,2015-12-09,49,False,https://web.archive.org/web/20230404103510/http://www.stationeryprinting.tn.gov.in/gazette/2015/49-VI-4.pdf,2023-04-04 10:35:10
2973,5. Part VI—Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS - Indian Strose and Trove Act - Errata to Notification JUDICIAL NOTIFICATIONS - Vacation Court for Dasara Holidays 2015 Arrangements for the Principal Seat at Madras and for the Madurai Bench",http://www.stationeryprinting.tn.gov.in/gazette/2015/49-VI-1.pdf,2015-12-09,49,False,https://web.archive.org/web/20230404093416/http://www.stationeryprinting.tn.gov.in/gazette/2015/49-VI-1.pdf,2023-04-04 09:34:16
2974,6. Part VI—Section 2,"Notifications of interest to a section of the public issued by Heads of Departments, etc. COLLECTORS AND LOCAL AUTHORITIES - District Collector Cuddalore GOVERNMENT EXAMINATIONS / EDUCATIONAL OFFICERS - Loss of Certificates",http://www.stationeryprinting.tn.gov.in/gazette/2015/49-VI-2.pdf,2015-12-09,49,False,https://web.archive.org/web/20230404103412/http://www.stationeryprinting.tn.gov.in/gazette/2015/49-VI-2.pdf,2023-04-04 10:34:12
2972,4. Part III—Section 1b,"Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments LABOUR AND EMPLOYMENT DEPARTMENT - Amendments to the Special Rules for the Tamil Nadu Labour Service",http://www.stationeryprinting.tn.gov.in/gazette/2015/49-III-1b.pdf,2015-12-09,49,False,https://web.archive.org/web/20230404093512/http://www.stationeryprinting.tn.gov.in/gazette/2015/49-III-1b.pdf,2023-04-04 09:35:12
2971,3. Part II—Section 2-T-Sup.,Notifications or Orders of interest to a section of the public issued by Secretariat Departments. LABOUR AND EMPLOYMENT DEPARTMENT - Notification,http://www.stationeryprinting.tn.gov.in/gazette/2015/49-II-2-T-Sup.pdf,2015-12-09,49,False,https://web.archive.org/web/20230404093429/http://www.stationeryprinting.tn.gov.in/gazette/2015/49-II-2-T-Sup.pdf,2023-04-04 09:34:29
2970,2. Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments. COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - Tamil Nadu Value Added Tax Act HIGHER EDUCATION DEPARTMENT - Alagappa University Act HIGHWAYS AND MINOR PORTS DEPARTMENT - Acquisition of Lands. HOME DEPARTMENT - Motor Vehicles Act HOUSING AND URBAN DEVELOPMENT DEPARTMENT - Tamil Nadu Town and Country Planning Act INDUSTRIES DEPARTMENT - Acquisition of Lands - Errata to Notification LABOUR AND EMPLOYMENT DEPARTMENT - Employees’ State Insurance Act - Industrial Tribunal for Adjudication - Labour Courts for Adjudication,http://www.stationeryprinting.tn.gov.in/gazette/2015/49-II-2.pdf,2015-12-09,49,False,https://web.archive.org/web/20230404093422/http://www.stationeryprinting.tn.gov.in/gazette/2015/49-II-2.pdf,2023-04-04 09:34:22
2969,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK. II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK.",http://www.stationeryprinting.tn.gov.in/gazette/2015/49-I-1.pdf,2015-12-09,49,False,https://web.archive.org/web/20230404093416/http://www.stationeryprinting.tn.gov.in/gazette/2015/49-I-1.pdf,2023-04-04 09:34:16
2977,2. Part II—Section 2,"Notifications or Orders of interest to a section of the public issued by Secretariat Departments. CO-OPERATION, FOOD AND CONSUMER PROTECTION DEPARTMENT - Amendment to the Removal of Licensing Requirements, Stock Limits and Movement Restrictions on Specified Food Stuffs Order 2002 - Errata to Notification ENVIRONMENT AND FOREST DEPARTMENT - Tamil Nadu Forest Act HIGHWAYS AND MINOR PORTS DEPARTMENT - Acquisition of Lands. HOUSING AND URBAN DEVELOPMENT DEPARTMENT - Tamil Nadu Town and Country Planning Act LABOUR AND EMPLOYMENT DEPARTMENT - Industrial Tribunal for Adjudication - Labour Courts for Adjudication LAW DEPARTMENT - Notaries Act: Removal of certain Notary Name in the Register of Notaries in Namakkal, etc PUBLIC DEPARTMENT - S.C. - Conservation of Foreign Exchange and Prevention of Smuggling Activities Act",http://www.stationeryprinting.tn.gov.in/gazette/2015/48-II-2.pdf,2015-12-02,48,False,https://web.archive.org/web/20230404093509/http://www.stationeryprinting.tn.gov.in/gazette/2015/48-II-2.pdf,2023-04-04 09:35:09
2983,8. Part VI—Section 3b,"Notifications issued by Quasi-Government bodies and Public Sector Undertakings. TAMIL NADU TRANSMISSION CORPORATION LIMITED - General Construction Circle, Coimbatore - Erection of Transmission Lines",http://www.stationeryprinting.tn.gov.in/gazette/2015/48-VI-3b.pdf,2015-12-02,48,False,https://web.archive.org/web/20230404093524/http://www.stationeryprinting.tn.gov.in/gazette/2015/48-VI-3b.pdf,2023-04-04 09:35:24
2982,7. Part VI—Section 2,"Notifications of interest to a section of the public issued by Heads of Departments, etc. COLLECTORS AND LOCAL AUTHORITIES - District Election Officer and District Collector Krishnagiri",http://www.stationeryprinting.tn.gov.in/gazette/2015/48-VI-2.pdf,2015-12-02,48,False,https://web.archive.org/web/20230404093522/http://www.stationeryprinting.tn.gov.in/gazette/2015/48-VI-2.pdf,2023-04-04 09:35:22
2981,6. Part VI—Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS - F-Form Missing Notification - Variations to the Approved Master Plan for the Mamallapuram and Coimbatore Local Planning Areas",http://www.stationeryprinting.tn.gov.in/gazette/2015/48-VI-1.pdf,2015-12-02,48,False,https://web.archive.org/web/20230404093522/http://www.stationeryprinting.tn.gov.in/gazette/2015/48-VI-1.pdf,2023-04-04 09:35:22
2980,5. Part III—Section 1b,"Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments TAMIL NADU TRANSMISSION CORPORATION LIMITED - General Construction Circle, Coimbatore - Erection of Transmission Lines",http://www.stationeryprinting.tn.gov.in/gazette/2015/48-III-1b.pdf,2015-12-02,48,False,https://web.archive.org/web/20230404103524/http://www.stationeryprinting.tn.gov.in/gazette/2015/48-III-1b.pdf,2023-04-04 10:35:24
2978,3. Part II—Section 1-A-Sup.,"Notifications or Orders of interest to a section of the public issued by Secretariat Departments. AGRICULTURE DEPARTMENT - Notification of Crops, Districts, Blocks and Firks under National Agriculture Insurance Scheme for Kharif 2015 season.",http://www.stationeryprinting.tn.gov.in/gazette/2015/48-II-2-A-Sup.pdf,2015-12-02,48,False,https://web.archive.org/web/20230404093506/http://www.stationeryprinting.tn.gov.in/gazette/2015/48-II-2-A-Sup.pdf,2023-04-04 09:35:06
2979,4. Part II—Section 2-T-Sup.,Notifications or Orders of interest to a section of the public issued by Secretariat Departments. LABOUR AND EMPLOYMENT DEPARTMENT - Notification,http://www.stationeryprinting.tn.gov.in/gazette/2015/48-II-2-T-Sup.pdf,2015-12-02,48,False,https://web.archive.org/web/20230404093510/http://www.stationeryprinting.tn.gov.in/gazette/2015/48-II-2-T-Sup.pdf,2023-04-04 09:35:10
2976,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK. II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK. PERSONNEL AND ADMINISTRATIVE REFORMS DEPARTMENT - Cessation",http://www.stationeryprinting.tn.gov.in/gazette/2015/48-I-1.pdf,2015-12-02,48,False,https://web.archive.org/web/20230404113435/http://www.stationeryprinting.tn.gov.in/gazette/2015/48-I-1.pdf,2023-04-04 11:34:35
2984,9. Part VI—Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names - Notice,http://www.stationeryprinting.tn.gov.in/gazette/2015/48-VI-4.pdf,2015-12-02,48,False,https://web.archive.org/web/20230404093523/http://www.stationeryprinting.tn.gov.in/gazette/2015/48-VI-4.pdf,2023-04-04 09:35:23
2986,2. Part II—Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments. AGRICULTURE DEPARTMENT - Closure of Tamil Nadu Agro Industries Development Corporation Limited,http://www.stationeryprinting.tn.gov.in/gazette/2015/47-II-1.pdf,2015-11-25,47,False,https://web.archive.org/web/20230404093605/http://www.stationeryprinting.tn.gov.in/gazette/2015/47-II-1.pdf,2023-04-04 09:36:05
2987,3. Part II—Section 1-T-Sup.,"Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments. Co-operative, Food and Consumer Protects Department - Notifications",http://www.stationeryprinting.tn.gov.in/gazette/2015/47-II-1-T-Sup.pdf,2015-11-25,47,False,https://web.archive.org/web/20230404093613/http://www.stationeryprinting.tn.gov.in/gazette/2015/47-II-1-T-Sup.pdf,2023-04-04 09:36:13
2988,4. Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments. COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - Indian Stamp Act HIGHWAYS AND MINOR PORTS DEPARTMENT - Acquisition of Lands - Amendments to Notification HOME DEPARTMENT - National Investigation Agency Act HOUSING AND URBAN DEVELOPMENT DEPARTMENT - Tamil Nadu Town and Country Planning Act INDUSTRIES DEPARTMENT - Acquisition of Lands- Errata to Notification LABOUR AND EMPLOYMENT DEPARTMENT - Labour Courts for Adjudication,http://www.stationeryprinting.tn.gov.in/gazette/2015/47-II-2.pdf,2015-11-25,47,False,https://web.archive.org/web/20230404093625/http://www.stationeryprinting.tn.gov.in/gazette/2015/47-II-2.pdf,2023-04-04 09:36:25
2989,5. Part III—Section 1b,"Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - Amendments to the Special Rules for the Tamil Nadu Commercial Taxes Subordinate Services. HEALTH AND FAMILY WELFARE DEPARTMENT - Adhoc Rules Relating to the Post of Administrative Officer (Legal) in Office of the Director of Public Health and Preventive Medicine in Tamil Nadu General Service LAW DEPARTMENT - Amendment to the Special Rules for the Tamil Nadu Legal Educational Service.",http://www.stationeryprinting.tn.gov.in/gazette/2015/47-III-1b.pdf,2015-11-25,47,False,https://web.archive.org/web/20230404093603/http://www.stationeryprinting.tn.gov.in/gazette/2015/47-III-1b.pdf,2023-04-04 09:36:03
2990,6. Part VI—Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS - Variations to the Approved Modified Master Plan for Dindigul Local Planning Area",http://www.stationeryprinting.tn.gov.in/gazette/2015/47-VI-1.pdf,2015-11-25,47,False,https://web.archive.org/web/20230404093831/http://www.stationeryprinting.tn.gov.in/gazette/2015/47-VI-1.pdf,2023-04-04 09:38:31
2991,7. Part VI—Section 2,"Notifications of interest to a section of the public issued by Heads of Departments, etc. COLLECTORS AND LOCAL AUTHORITIES - District Election Officer and District Collector Pudukkottai TAMIL NADU ELECTRICITY REGULATORY COMMISSION, CHENNAI - Erratum to Tamil Nadu Electricity Regulatory Commission – State Advisory Committee (Second Amendment) Regulation–2012—Errata to Notification",http://www.stationeryprinting.tn.gov.in/gazette/2015/47-VI-2.pdf,2015-11-25,47,False,https://web.archive.org/web/20230404093614/http://www.stationeryprinting.tn.gov.in/gazette/2015/47-VI-2.pdf,2023-04-04 09:36:14
2992,8. Part VI—Section 3b,Notifications issued by Quasi-Government bodies and Public Sector Undertakings. UNIVERSITY AUTHORITIES - UNIVERSITY OF MADRAS - Members Elected to the Academic Council by the Senate,http://www.stationeryprinting.tn.gov.in/gazette/2015/47-VI-3b.pdf,2015-11-25,47,False,https://web.archive.org/web/20230404093830/http://www.stationeryprinting.tn.gov.in/gazette/2015/47-VI-3b.pdf,2023-04-04 09:38:30
2985,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK. II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK.",http://www.stationeryprinting.tn.gov.in/gazette/2015/47-I-1.pdf,2015-11-25,47,False,https://web.archive.org/web/20230404093625/http://www.stationeryprinting.tn.gov.in/gazette/2015/47-I-1.pdf,2023-04-04 09:36:25
2993,9. Part VI—Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names,http://www.stationeryprinting.tn.gov.in/gazette/2015/47-VI-4.pdf,2015-11-25,47,False,https://web.archive.org/web/20230404093625/http://www.stationeryprinting.tn.gov.in/gazette/2015/47-VI-4.pdf,2023-04-04 09:36:25
2994,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. HOME DEPARTMENT - Appointments I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK. II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK.",http://www.stationeryprinting.tn.gov.in/gazette/2015/46-I-1.pdf,2015-11-18,46,False,https://web.archive.org/web/20230404093715/http://www.stationeryprinting.tn.gov.in/gazette/2015/46-I-1.pdf,2023-04-04 09:37:15
2997,4. Part VI—Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS - Variation to the Approved Nagercoil Detailed Development Plan No.-VI of Nagercoil Local Planning Area JUDICIAL NOTIFICATIONS - Constitution of Separate District Munsif Court at Bodinayakanur by converting the existing District Munsif-cum-Judicial Magistrate Court, Bodinayakanur and Constitution of Separate Judicial Magistrate Court, Bodinayakanur",http://www.stationeryprinting.tn.gov.in/gazette/2015/46-VI-1.pdf,2015-11-18,46,False,https://web.archive.org/web/20230404093705/http://www.stationeryprinting.tn.gov.in/gazette/2015/46-VI-1.pdf,2023-04-04 09:37:05
2998,5. Part VI—Section 1-T-Sup.,"Notifications of interest to the General Public issued by Heads of Departments, Etc. Tamil Nadu Co-operative Registration Act, 1975",http://www.stationeryprinting.tn.gov.in/gazette/2015/46-VI-1-T-Sup.pdf,2015-11-18,46,False,https://web.archive.org/web/20230404093705/http://www.stationeryprinting.tn.gov.in/gazette/2015/46-VI-1-T-Sup.pdf,2023-04-04 09:37:05
2999,6. Part VI—Section 2,"Notifications of interest to a section of the public issued by Heads of Departments, etc. COLLECTORS AND LOCAL AUTHORITIES - District Collector Cuddalore GOVERNMENT EXAMINATIONS / EDUCATIONAL OFFICERS - Loss of Certificates",http://www.stationeryprinting.tn.gov.in/gazette/2015/46-VI-2.pdf,2015-11-18,46,False,https://web.archive.org/web/20230404093715/http://www.stationeryprinting.tn.gov.in/gazette/2015/46-VI-2.pdf,2023-04-04 09:37:15
3000,7. Part VI—Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names - Notice,http://www.stationeryprinting.tn.gov.in/gazette/2015/46-VI-4.pdf,2015-11-18,46,False,https://web.archive.org/web/20230404093715/http://www.stationeryprinting.tn.gov.in/gazette/2015/46-VI-4.pdf,2023-04-04 09:37:15
2995,2. Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments. ENERGY DEPARTMENT - Electricity Act - Amendment to Notification ENVIRONMENT AND FORESTS DEPARTMENT - Central Scheme of Elephant Reserve - Amendment to Notification HEALTH AND FAMILY WELFARE DEPARTMENT - Tamil Nadu Dr. M.G.R. Medical University Act HIGHWAYS AND MINOR PORTS DEPARTMENT - Acquisition of Lands-Amendment to Notification - Erratta to Notification HOUSING AND URBAN DEVELOPMENT DEPARTMENT - Tamil Nadu Town and Country Planning Act LABOUR AND EMPLOYMENT DEPARTMENT - Industrial Tribunal for Adjudication - Labour Courts for Adjudication,http://www.stationeryprinting.tn.gov.in/gazette/2015/46-II-2.pdf,2015-11-18,46,False,https://web.archive.org/web/20230404093825/http://www.stationeryprinting.tn.gov.in/gazette/2015/46-II-2.pdf,2023-04-04 09:38:25
2996,3. Part III—Section 1b,"Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments PERSONNEL AND ADMINISTRATIVE REFORMS DEPARTMENT - Amendments to the Special Rules for the Tamil Nadu Ministerial Service REVENUE DEPARTMENT - Amendments to the Special Rules for the Tamil Nadu Village Assistants Service",http://www.stationeryprinting.tn.gov.in/gazette/2015/46-III-1b.pdf,2015-11-18,46,False,https://web.archive.org/web/20230404093706/http://www.stationeryprinting.tn.gov.in/gazette/2015/46-III-1b.pdf,2023-04-04 09:37:06
3007,7. Part VI—Section 1-T-Sup.,"Notifications of interest to the General Public issued by Heads of Departments, Etc. Tamil Nadu Co-operative Registration Act, 1975",http://www.stationeryprinting.tn.gov.in/gazette/2015/45-VI-1-T-Sup.pdf,2015-11-11,45,False,https://web.archive.org/web/20230404093825/http://www.stationeryprinting.tn.gov.in/gazette/2015/45-VI-1-T-Sup.pdf,2023-04-04 09:38:25
